ID,0,1
27998,0.88734317,0.112656854
27999,0.8618374,0.13816264
28000,0.87850475,0.12149523
28001,0.5324412,0.4675588
28002,0.91137075,0.08862924
28003,0.60462135,0.39537865
28004,0.90661395,0.09338608
28005,0.7275754,0.27242458
28006,0.95056677,0.04943322
28007,0.87221235,0.12778763
28008,0.9136612,0.08633884
28009,0.6929309,0.30706912
28010,0.79401654,0.20598347
28011,0.8486533,0.15134665
28012,0.96700495,0.03299502
28013,0.9377152,0.062284827
28014,0.91340023,0.08659979
28015,0.8887464,0.11125363
28016,0.5830218,0.41697818
28017,0.83481586,0.16518414
28018,0.9289392,0.07106079
28019,0.74754715,0.25245288
28020,0.3664804,0.6335196
28021,0.28389537,0.7161046
28022,0.93911916,0.06088085
28023,0.91392195,0.08607802
28024,0.9137624,0.0862376
28025,0.903935,0.09606496
28026,0.88286144,0.11713857
28027,0.79632485,0.20367514
28028,0.78048325,0.21951674
28029,0.8768413,0.123158716
28030,0.8956847,0.104315266
28031,0.8337537,0.16624627
28032,0.90016496,0.09983506
28033,0.3368016,0.6631984
28034,0.8037307,0.19626929
28035,0.94947976,0.05052024
28036,0.8108363,0.1891637
28037,0.89847845,0.10152155
28038,0.9561701,0.043829907
28039,0.90777105,0.09222895
28040,0.81308377,0.1869162
28041,0.8445718,0.15542817
28042,0.9009315,0.09906849
28043,0.80788016,0.19211987
28044,0.6658165,0.3341835
28045,0.92063975,0.07936027
28046,0.8495487,0.15045133
28047,0.883611,0.11638898
28048,0.70003694,0.29996306
28049,0.8010915,0.19890851
28050,0.91143966,0.08856032
28051,0.963349,0.036651
28052,0.87668365,0.123316325
28053,0.85313463,0.14686537
28054,0.94520056,0.054799445
28055,0.12530011,0.8746999
28056,0.6287393,0.3712607
28057,0.68503296,0.314967
28058,0.27851158,0.7214884
28059,0.85188127,0.14811872
28060,0.38119423,0.61880577
28061,0.84620136,0.15379862
28062,0.26661032,0.7333897
28063,0.90043724,0.099562794
28064,0.7454147,0.25458533
28065,0.8420731,0.1579269
28066,0.41822243,0.5817776
28067,0.8927624,0.107237585
28068,0.9345404,0.06545961
28069,0.8844628,0.11553724
28070,0.9204095,0.07959051
28071,0.89797133,0.10202865
28072,0.7713488,0.22865123
28073,0.8154007,0.18459927
28074,0.7450292,0.2549708
28075,0.8398603,0.16013965
28076,0.8909787,0.10902133
28077,0.31257886,0.68742114
28078,0.84940606,0.15059394
28079,0.7392812,0.26071885
28080,0.82696396,0.17303602
28081,0.7912464,0.20875356
28082,0.2648939,0.7351061
28083,0.86931884,0.13068116
28084,0.81685716,0.18314284
28085,0.8945293,0.10547071
28086,0.8464194,0.15358059
28087,0.91247535,0.087524645
28088,0.7934793,0.20652069
28089,0.94978803,0.05021195
28090,0.82548153,0.1745185
28091,0.8822926,0.11770739
28092,0.8188747,0.18112525
28093,0.895074,0.10492598
28094,0.89583063,0.104169376
28095,0.8815188,0.11848123
28096,0.78186667,0.21813336
28097,0.5856943,0.4143057
28098,0.9656873,0.034312725
28099,0.87439626,0.12560372
28100,0.32038474,0.67961526
28101,0.93146086,0.068539165
28102,0.89403796,0.10596206
28103,0.34024942,0.6597506
28104,0.6113708,0.3886292
28105,0.7239298,0.27607018
28106,0.9125809,0.08741908
28107,0.94867665,0.05132336
28108,0.7338352,0.2661648
28109,0.2126568,0.7873432
28110,0.79826045,0.20173958
28111,0.9680133,0.03198669
28112,0.87779653,0.12220348
28113,0.9494277,0.050572306
28114,0.8924196,0.10758043
28115,0.88697,0.11303001
28116,0.3622102,0.6377898
28117,0.9306318,0.069368206
28118,0.8617717,0.13822831
28119,0.8593219,0.1406781
28120,0.78684926,0.21315072
28121,0.902714,0.09728597
28122,0.86408055,0.13591944
28123,0.8823659,0.11763411
28124,0.74424684,0.25575313
28125,0.80318296,0.19681703
28126,0.6127124,0.38728762
28127,0.5850402,0.4149598
28128,0.7828572,0.2171428
28129,0.96111846,0.038881563
28130,0.82322574,0.17677423
28131,0.8775863,0.12241371
28132,0.84868157,0.15131843
28133,0.82223165,0.17776835
28134,0.8316761,0.16832387
28135,0.9618012,0.03819883
28136,0.9099345,0.09006548
28137,0.84536105,0.15463895
28138,0.6780875,0.32191253
28139,0.91881293,0.081187055
28140,0.9028076,0.097192414
28141,0.8666557,0.1333443
28142,0.8984502,0.10154978
28143,0.8674971,0.13250294
28144,0.25245607,0.74754393
28145,0.82703006,0.17296995
28146,0.96585953,0.034140445
28147,0.9059805,0.09401946
28148,0.89185953,0.1081405
28149,0.92912066,0.070879325
28150,0.32044452,0.6795555
28151,0.4462133,0.5537867
28152,0.93623203,0.06376797
28153,0.6778033,0.32219675
28154,0.90914625,0.09085377
28155,0.8148855,0.18511452
28156,0.9024165,0.097583495
28157,0.8316716,0.16832843
28158,0.8895459,0.11045405
28159,0.9443124,0.05568763
28160,0.8821771,0.1178229
28161,0.9636735,0.036326535
28162,0.7891543,0.21084571
28163,0.84595555,0.15404445
28164,0.6644665,0.33553353
28165,0.9096581,0.090341955
28166,0.76473475,0.23526524
28167,0.84203607,0.15796393
28168,0.8676783,0.13232169
28169,0.933677,0.066322975
28170,0.86050427,0.13949572
28171,0.4701838,0.5298162
28172,0.89163387,0.10836612
28173,0.89042336,0.10957663
28174,0.78445095,0.21554904
28175,0.93982655,0.060173474
28176,0.8193037,0.1806963
28177,0.36778462,0.6322154
28178,0.77916074,0.22083928
28179,0.68535346,0.31464654
28180,0.88514745,0.114852525
28181,0.87411535,0.12588465
28182,0.72375065,0.27624935
28183,0.9359862,0.06401377
28184,0.8189763,0.18102372
28185,0.89502394,0.10497606
28186,0.63270515,0.36729485
28187,0.89890033,0.10109968
28188,0.79516524,0.20483474
28189,0.873439,0.12656097
28190,0.83931166,0.16068836
28191,0.846874,0.15312602
28192,0.82166094,0.17833908
28193,0.8821156,0.11788437
28194,0.8393251,0.16067493
28195,0.8686275,0.1313725
28196,0.93154657,0.06845343
28197,0.9498451,0.05015494
28198,0.92185724,0.07814277
28199,0.93749726,0.062502764
28200,0.93248826,0.06751176
28201,0.85097075,0.14902923
28202,0.68242097,0.31757906
28203,0.8717954,0.1282046
28204,0.891705,0.10829502
28205,0.790113,0.20988701
28206,0.8158356,0.18416442
28207,0.71682054,0.28317946
28208,0.813045,0.18695495
28209,0.94577086,0.054229133
28210,0.8974441,0.102555886
28211,0.9128815,0.087118484
28212,0.8674768,0.1325232
28213,0.92458814,0.075411834
